JIT compiled.

============================================================================
PAIR: EUR_USD  OOS=409d
 reg_N   mode  ZW/atr tgt_f   ta  wick |      p/d       P5     nc  skip%   1L%   5+%   IS  OOS  perm_p | status
    20    atr 4.0×ATR   0.7    8  0.15 | -696083452285123200.0 -2079406022947453184.0   2332  95.3% 66.8%  6.1%    3/3    2/3   0.835 | 3/2 p=0.83
    20    atr 5.0×ATR   0.7    8  0.15 | 251759208303583104.0 -347046027019267776.0   1294  98.3% 68.7%  6.1%    2/3    3/3   0.225 | 2/3 p=0.23
    20    atr 2.0×ATR   0.7    8  0.25 | -1258185179158696960.0 -3981938140946380288.0   6940  74.6% 58.2%  7.0%    2/3    1/3   0.665 | 2/1 p=0.67
    20    atr 3.0×ATR   0.7    8  0.25 | -1360629427263334144.0 -2776675974819906048.0   3650  89.0% 64.7%  6.7%    2/3    0/3   0.945 | 2/0 p=0.94
    20    atr 4.0×ATR   0.7    8  0.25 | -640686109120014592.0 -1836699767173748736.0   2157  96.1% 67.2%  5.9%    3/3    1/3   0.800 | 3/1 p=0.80
    20    atr 5.0×ATR   0.7    8  0.25 | 340236546378874496.0 -231276879696516704.0   1144  98.6% 69.0%  6.4%    2/3    3/3   0.150 | 2/3 p=0.15
    20    atr 2.0×ATR   0.7   10  0.00 | -4211198749216713728.0 -6355494409344378880.0   7692  51.3% 57.3%  7.3%    1/3    0/3   1.000 | 1/0 p=1.00
    20    atr 3.0×ATR   0.7   10  0.00 | -873641807428811264.0 -2346087397907071488.0   3896  81.4% 62.2%  6.3%    3/3    1/3   0.820 | 3/1 p=0.82
    20    atr 4.0×ATR   0.7   10  0.00 | 764425194291677952.0 -756275916300005888.0   2244  94.0% 64.5%  6.0%    3/3    2/3   0.205 | 3/2 p=0.20
    20    atr 5.0×ATR   0.7   10  0.00 | 170049065736400768.0 -403381632318529216.0   1346  97.9% 64.6%  7.4%    2/3    3/3   0.315 | 2/3 p=0.32
    20    atr 2.0×ATR   0.7   10  0.15 | -4370832664559609344.0 -6389464627370240000.0   7105  66.8% 57.5%  7.4%    1/3    0/3   1.000 | 1/0 p=1.00
    20    atr 3.0×ATR   0.7   10  0.15 | -820424493908548224.0 -2160932652925623296.0   3530  85.5% 60.7%  6.6%    3/3    1/3   0.875 | 3/1 p=0.88
    20    atr 4.0×ATR   0.7   10  0.15 | 754157536334167808.0 -362018092859357504.0   2098  95.1% 63.7%  6.4%    3/3    2/3   0.130 | 3/2 p=0.13
    20    atr 5.0×ATR   0.7   10  0.15 | 189464336257015008.0 -413465953610576320.0   1215  98.3% 65.9%  6.7%    2/3    3/3   0.300 | 2/3 p=0.30
    20    atr 2.0×ATR   0.7   10  0.25 | -3190629581440335360.0 -5008616938394554368.0   6593  74.4% 56.5%  7.3%    2/3    0/3   1.000 | 2/0 p=1.00
    20    atr 3.0×ATR   0.7   10  0.25 | -1547431158536232704.0 -3361506199039186432.0   3354  88.7% 61.5%  7.3%    2/3    1/3   0.900 | 2/1 p=0.90
    20    atr 4.0×ATR   0.7   10  0.25 | -34508457973055268.0 -1329589256802731008.0   1977  96.0% 64.2%  6.3%    3/3    1/3   0.490 | 3/1 p=0.49
    20    atr 5.0×ATR   0.7   10  0.25 | 328152022684859776.0 -250736674079286272.0   1080  98.5% 65.9%  7.1%    2/3    3/3   0.190 | 2/3 p=0.19
    20    atr 2.0×ATR   1.0    6  0.00 | -2169213105246386688.0 -4624746448571124736.0   6777  51.8% 62.7%  8.8%    1/3    1/3   0.940 | 1/1 p=0.94
    20    atr 3.0×ATR   1.0    6  0.00 | 301948862317950464.0 -918005179903958272.0   3918  82.6% 71.7%  6.7%    1/3    1/3   0.325 | 1/1 p=0.33
    20    atr 4.0×ATR   1.0    6  0.00 | -316119408100842304.0 -1295704469082254336.0   2436  94.4% 74.1%  6.0%    1/3    1/3   0.660 | 1/1 p=0.66
    20    atr 5.0×ATR   1.0    6  0.00 | -479263601840151808.0 -1459927513673088512.0   1446  97.9% 75.1%  6.0%    2/3    1/3   0.795 | 2/1 p=0.80
    20    atr 2.0×ATR   1.0    6  0.15 | -2814802925573262336.0 -4736701924202737664.0   6314  68.1% 62.9%  8.8%    0/3    0/3   0.995 | 0/0 p=0.99
    20    atr 3.0×ATR   1.0    6  0.15 | 706990780954083456.0 -446959566210197376.0   3669  86.9% 71.4%  7.0%    3/3    2/3   0.175 | 3/2 p=0.17
    20    atr 4.0×ATR   1.0    6  0.15 | -394583257558086848.0 -1286132326283317760.0   2228  95.5% 73.8%  5.7%    2/3    0/3   0.765 | 2/0 p=0.77
    20    atr 5.0×ATR   1.0    6  0.15 | -91667422067606032.0 -738046978513384832.0   1302  98.3% 76.0%  5.6%    1/3    1/3   0.605 | 1/1 p=0.60
    20    atr 2.0×ATR   1.0    6  0.25 | -3708769545915811840.0 -5760763087450519552.0   5881  75.0% 61.9%  9.4%    1/3    0/3   1.000 | 1/0 p=1.00
    20    atr 3.0×ATR   1.0    6  0.25 | 68700180414858400.0 -1358771914533790720.0   3488  89.6% 71.2%  6.6%    2/3    2/3   0.505 | 2/2 p=0.51
    20    atr 4.0×ATR   1.0    6  0.25 | -389921147955576384.0 -1273699475348172032.0   2103  96.2% 73.7%  5.5%    1/3    0/3   0.755 | 1/0 p=0.76
    20    atr 5.0×ATR   1.0    6  0.25 | -91951905998632672.0 -730707371177871232.0   1165  98.5% 76.6%  6.2%    2/3    1/3   0.520 | 2/1 p=0.52
    20    atr 2.0×ATR   1.0    8  0.00 | -1503386279516917504.0 -3363362422518406656.0   5735  49.1% 56.5% 10.0%    1/3    1/3   0.895 | 1/1 p=0.90
    20    atr 3.0×ATR   1.0    8  0.00 | 258605048742122240.0 -1175027939928238848.0   3276  82.3% 65.4%  7.6%    1/3    1/3   0.395 | 1/1 p=0.40
    20    atr 4.0×ATR   1.0    8  0.00 | -290725196261786496.0 -1446658206861919488.0   2022  94.4% 68.0%  7.0%    1/3    1/3   0.665 | 1/1 p=0.67
    20    atr 5.0×ATR   1.0    8  0.00 | -443991106001979904.0 -1435650422333262848.0   1274  97.9% 69.5%  7.4%    2/3    1/3   0.785 | 2/1 p=0.79
    20    atr 2.0×ATR   1.0    8  0.15 | -1768471739494780928.0 -3676888021635821056.0   5347  65.8% 56.7% 10.5%    0/3    0/3   0.955 | 0/0 p=0.95
    20    atr 3.0×ATR   1.0    8  0.15 | 447029398135036416.0 -618275376552110208.0   3093  86.5% 65.0%  8.3%    2/3    2/3   0.295 | 2/2 p=0.29
    20    atr 4.0×ATR   1.0    8  0.15 | -457804810058626432.0 -1464587574283024384.0   1942  95.4% 68.0%  6.8%    1/3    1/3   0.785 | 1/1 p=0.79
    20    atr 5.0×ATR   1.0    8  0.15 | -79952743117789920.0 -802838082202165248.0   1163  98.3% 69.5%  7.1%    1/3    1/3   0.525 | 1/1 p=0.53
    20    atr 2.0×ATR   1.0    8  0.25 | -3233692210121222144.0 -5214076897514786816.0   5131  73.7% 55.7% 10.7%    1/3    0/3   0.995 | 1/0 p=0.99
    20    atr 3.0×ATR   1.0    8  0.25 | 138809586972800608.0 -1352411764397446656.0   2963  89.1% 65.6%  8.1%    1/3    2/3   0.385 | 1/2 p=0.39
    20    atr 4.0×ATR   1.0    8  0.25 | -585562073323600256.0 -1524334504050558976.0   1846  96.1% 68.7%  6.4%    1/3    1/3   0.865 | 1/1 p=0.86
    20    atr 5.0×ATR   1.0    8  0.25 | -82290162184771136.0 -749196491715152768.0   1044  98.5% 70.2%  7.6%    2/3    1/3   0.580 | 2/1 p=0.58
    20    atr 2.0×ATR   1.0   10  0.00 | -1461750545894857984.0 -3485484120684855808.0   5216  47.5% 52.8% 10.9%    1/3    2/3   0.850 | 1/2 p=0.85
    20    atr 3.0×ATR   1.0   10  0.00 | 330478241991052992.0 -842813830632468352.0   2900  81.3% 61.3%  8.0%    1/3    1/3   0.330 | 1/1 p=0.33
    20    atr 4.0×ATR   1.0   10  0.00 | 550160917391645440.0 -604550035222809728.0   1738  94.2% 64.4%  8.3%    2/3    2/3   0.220 | 2/2 p=0.22
    20    atr 5.0×ATR   1.0   10  0.00 | -34718724684193656.0 -667206711364661888.0   1129  97.9% 65.7%  8.6%    2/3    1/3   0.515 | 2/1 p=0.52
    20    atr 2.0×ATR   1.0   10  0.15 | -3933163715174741504.0 -6041490180052732928.0   4932  65.1% 53.4% 11.0%    1/3    1/3   1.000 | 1/1 p=1.00
    20    atr 3.0×ATR   1.0   10  0.15 | 103658754019578400.0 -1013947570212785152.0   2734  85.6% 60.8%  8.9%    1/3    2/3   0.470 | 1/2 p=0.47
    20    atr 4.0×ATR   1.0   10  0.15 | 398316647904081280.0 -568910405565999488.0   1702  95.3% 64.9%  7.8%    1/3    2/3   0.270 | 1/2 p=0.27
    20    atr 5.0×ATR   1.0   10  0.15 | -66938612613704064.0 -731776496762515968.0   1059  98.3% 65.9%  7.9%    1/3    1/3   0.575 | 1/1 p=0.57
    20    atr 2.0×ATR   1.0   10  0.25 | -4368163601427427328.0 -6605519861508251648.0   4685  73.3% 51.7% 11.4%    2/3    0/3   1.000 | 2/0 p=1.00
    20    atr 3.0×ATR   1.0   10  0.25 | -201105185094805248.0 -1502364317535759872.0   2650  88.8% 61.5%  8.6%    1/3    2/3   0.570 | 1/2 p=0.57
    20    atr 4.0×ATR   1.0   10  0.25 | -149592891754989024.0 -1330536263430334720.0   1634  96.0% 65.5%  7.5%    1/3    2/3   0.615 | 1/2 p=0.61
    20    atr 5.0×ATR   1.0   10  0.25 | -68237582932029096.0 -827910042337812864.0    946  98.5% 66.6%  8.8%    2/3    1/3   0.520 | 2/1 p=0.52
    30  fixed   30.0p   0.5    6  0.00 | 733599281170020608.0 -474060204397791232.0   2160  97.2% 82.0%  1.9%    3/3    3/3   0.125 | 3/3 p=0.12
    30  fixed   50.0p   0.5    6  0.00 |    109.2     58.8    565  99.4% 89.7%  1.8%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5    6  0.15 | 903521315690123776.0 199804051780257472.0   1896  97.7% 82.1%  1.7%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   50.0p   0.5    6  0.15 |    147.4     56.1    464  99.5% 89.2%  1.7%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5    6  0.25 | 488037267571042752.0 -645483173431306880.0   1663  98.0% 81.4%  1.6%    3/3    3/3   0.245 | 3/3 p=0.24
    30  fixed   50.0p   0.5    6  0.25 |     74.8     39.5    403  99.6% 89.1%  1.5%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5    8  0.00 | 735341356961986176.0 -458153358336008448.0   1831  97.3% 76.5%  2.3%    3/3    3/3   0.190 | 3/3 p=0.19
    30  fixed   50.0p   0.5    8  0.00 |    141.1     81.9    502  99.5% 86.3%  2.8%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5    8  0.15 | 638454529125421312.0 -339198085511116032.0   1646  97.8% 76.7%  2.4%    3/3    2/3   0.155 | 3/2 p=0.15
    30  fixed   50.0p   0.5    8  0.15 |     58.7     31.1    427  99.6% 86.9%  1.6%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5    8  0.25 | 280587259020319744.0 -1234818452369882880.0   1470  98.1% 76.5%  2.4%    3/3    2/3   0.360 | 3/2 p=0.36
    30  fixed   50.0p   0.5    8  0.25 |     52.5     26.2    372  99.6% 86.0%  1.3%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5   10  0.00 | -657092931983127936.0 -2764299413550528000.0   1662  97.4% 73.2%  2.7%    2/3    1/3   0.690 | 2/1 p=0.69
    30  fixed   50.0p   0.5   10  0.00 |    137.8     74.3    453  99.5% 83.9%  3.1%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5   10  0.15 | 581879428605380096.0 -400686355744441792.0   1507  97.8% 72.8%  2.7%    2/3    2/3   0.190 | 2/2 p=0.19
    30  fixed   50.0p   0.5   10  0.15 |     62.3     37.7    396  99.6% 84.3%  1.8%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.5   10  0.25 | 226630936284798752.0 -1127319499262862080.0   1363  98.1% 72.6%  2.7%    3/3    2/3   0.345 | 3/2 p=0.34
    30  fixed   50.0p   0.5   10  0.25 |     55.9     30.3    355  99.6% 84.5%  1.4%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7    6  0.00 |   1062.2    623.5   1982  97.3% 83.0%  1.9%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7    6  0.00 |    141.4     42.0    544  99.4% 89.5%  2.4%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   30.0p   0.7    6  0.15 |    867.9    479.7   1760  97.8% 83.3%  2.0%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7    6  0.15 |    230.6     59.1    448  99.5% 89.1%  2.7%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7    6  0.25 |   1007.0    535.3   1549  98.1% 82.7%  2.1%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7    6  0.25 |     74.1     26.8    396  99.6% 88.9%  2.8%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7    8  0.00 |  -2284.6  -8783.1   1657  97.4% 77.5%  2.5%    3/3    2/3   0.455 | 3/2 p=0.46
    30  fixed   50.0p   0.7    8  0.00 |    155.9     56.6    481  99.5% 86.1%  3.1%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   30.0p   0.7    8  0.15 |    740.0    388.4   1523  97.8% 78.2%  2.4%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7    8  0.15 |     72.3     21.9    412  99.6% 87.1%  2.2%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7    8  0.25 |    869.2    412.5   1372  98.1% 78.1%  2.5%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7    8  0.25 |     53.5     17.6    364  99.6% 86.3%  2.2%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7   10  0.00 |    973.2    486.4   1513  97.5% 74.6%  2.8%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7   10  0.00 |    156.7     52.7    432  99.5% 83.8%  3.5%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7   10  0.15 |   1047.1    508.8   1376  97.8% 74.9%  3.1%    1/3    3/3   0.000 | 1/3 p=0.00
    30  fixed   50.0p   0.7   10  0.15 |    195.4     34.0    375  99.6% 84.8%  2.7%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   0.7   10  0.25 |    900.9    488.4   1262  98.1% 75.0%  3.1%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   50.0p   0.7   10  0.25 |     53.9     17.9    344  99.7% 84.9%  2.3%    3/3    3/3   0.000 | 🟢 PASS
    30  fixed   30.0p   1.0    6  0.00 |     93.8   -927.4   1731  97.3% 83.9%  3.8%    1/3    2/3   0.390 | 1/2 p=0.39
    30  fixed   50.0p   1.0    6  0.00 |     16.1   -156.8    471  99.5% 89.4%  3.6%    2/3    2/3   0.515 | 2/2 p=0.52
    30  fixed   30.0p   1.0    6  0.15 |    224.4   -690.8   1555  97.7% 83.9%  4.0%    0/3    2/3   0.400 | 0/2 p=0.40
    30  fixed   50.0p   1.0    6  0.15 |   -115.0   -598.1    398  99.6% 88.7%  4.0%    3/3    2/3   0.535 | 3/2 p=0.54
    30  fixed   30.0p   1.0    6  0.25 |   -367.9  -1385.8   1383  98.0% 82.9%  4.2%    1/3    2/3   0.705 | 1/2 p=0.70
    30  fixed   50.0p   1.0    6  0.25 |   -451.5  -1148.1    360  99.6% 88.6%  3.9%    3/3    1/3   0.730 | 3/1 p=0.73
    30  fixed   30.0p   1.0    8  0.00 |    109.4   -871.3   1411  97.4% 78.1%  4.9%    1/3    2/3   0.415 | 1/2 p=0.41
    30  fixed   50.0p   1.0    8  0.00 |     24.6   -136.8    415  99.5% 86.3%  4.6%    2/3    2/3   0.410 | 2/2 p=0.41
    30  fixed   30.0p   1.0    8  0.15 |    139.0   -838.5   1307  97.8% 78.0%  5.3%    1/3    2/3   0.410 | 1/2 p=0.41
    30  fixed   50.0p   1.0    8  0.15 |     68.6     40.4    365  99.6% 87.1%  3.6%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   30.0p   1.0    8  0.25 |   -401.9  -1401.0   1204  98.1% 78.0%  5.3%    1/3    2/3   0.735 | 1/2 p=0.73
    30  fixed   50.0p   1.0    8  0.25 |     63.7     29.5    332  99.7% 86.4%  3.6%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   30.0p   1.0   10  0.00 |    329.9   -838.4   1252  97.4% 74.0%  6.2%    1/3    2/3   0.310 | 1/2 p=0.31
    30  fixed   50.0p   1.0   10  0.00 |     35.1   -133.9    372  99.5% 84.1%  5.1%    3/3    2/3   0.470 | 3/2 p=0.47
    30  fixed   30.0p   1.0   10  0.15 |    406.0   -549.7   1195  97.8% 74.8%  5.9%    1/3    2/3   0.260 | 1/2 p=0.26
    30  fixed   50.0p   1.0   10  0.15 |    133.0     63.8    333  99.6% 84.7%  4.2%    2/3    3/3   0.000 | 2/3 p=0.00
    30  fixed   30.0p   1.0   10  0.25 |   -927.3  -2545.3   1115  98.1% 75.1%  5.8%    1/3    2/3   0.845 | 1/2 p=0.84
    30  fixed   50.0p   1.0   10  0.25 |     74.9     36.2    307  99.7% 84.4%  4.2%    2/3    3/3   0.000 | 2/3 p=0.00
    30    atr 2.0×ATR   0.5    6  0.00 | -4775833679658747904.0 -7485373774015682560.0  11983  47.8% 65.4%  4.7%    2/3    0/3   0.995 | 2/0 p=0.99
    30    atr 3.0×ATR   0.5    6  0.00 | -1650384195452748800.0 -3676135630484695040.0   6336  76.6% 70.0%  4.4%    2/3    0/3   0.905 | 2/0 p=0.91
    30    atr 4.0×ATR   0.5    6  0.00 | -618670382239196032.0 -1989534878589822720.0   3918  90.5% 73.0%  4.7%    2/3    1/3   0.740 | 2/1 p=0.74
    30    atr 5.0×ATR   0.5    6  0.00 | 1870439926670599680.0 682129141186367616.0   2515  95.8% 73.9%  5.0%    3/3    2/3   0.010 | 3/2 p=0.01
    30    atr 2.0×ATR   0.5    6  0.15 | -5227346441931630592.0 -8560608761743839232.0  10749  65.5% 65.3%  4.8%    2/3    0/3   1.000 | 2/0 p=1.00
    30    atr 3.0×ATR   0.5    6  0.15 | -690739948564891136.0 -2381647234940491776.0   5805  82.6% 69.8%  4.2%    2/3    0/3   0.740 | 2/0 p=0.74
    30    atr 4.0×ATR   0.5    6  0.15 | -1142963949244301056.0 -2741385316514717184.0   3605  92.3% 72.2%  4.5%    3/3    1/3   0.870 | 3/1 p=0.87
    30    atr 5.0×ATR   0.5    6  0.15 | 2030747712482162176.0 781538687600967040.0   2283  96.5% 74.2%  4.8%    3/3    3/3   0.000 | 🟢 PASS
    30    atr 2.0×ATR   0.5    6  0.25 | -3497529975157083136.0 -7972406217838636032.0   9849  73.4% 64.7%  5.1%    2/3    0/3   0.810 | 2/0 p=0.81
    30    atr 3.0×ATR   0.5    6  0.25 | -319136580074493824.0 -1687507469624878336.0   5366  86.0% 69.4%  4.5%    2/3    1/3   0.625 | 2/1 p=0.62
    30    atr 4.0×ATR   0.5    6  0.25 | -1797130141812994560.0 -3374844260016595456.0   3336  93.6% 72.5%  4.8%    2/3    0/3   0.975 | 2/0 p=0.97
    30    atr 5.0×ATR   0.5    6  0.25 | 1529415863963307520.0 435036776604338176.0   2096  97.0% 74.3%  4.6%    3/3    2/3   0.030 | 3/2 p=0.03
    30    atr 2.0×ATR   0.5    8  0.00 | -3281046900035855872.0 -5948621806452800512.0  11179  48.5% 63.2%  5.1%    2/3    0/3   0.980 | 2/0 p=0.98
    30    atr 3.0×ATR   0.5    8  0.00 | -1135850904592817152.0 -2884347555373067264.0   5569  76.3% 66.5%  4.7%    2/3    0/3   0.865 | 2/0 p=0.86
    30    atr 4.0×ATR   0.5    8  0.00 | -410475307997830720.0 -1813071096570875904.0   3356  90.2% 68.4%  5.2%    2/3    1/3   0.650 | 2/1 p=0.65
    30    atr 5.0×ATR   0.5    8  0.00 | 1387303031406668800.0 138944306092777696.0   2197  95.7% 69.8%  5.4%    3/3    1/3   0.070 | 3/1 p=0.07
    30    atr 2.0×ATR   0.5    8  0.15 | -4550960282073448448.0 -7298101466681094144.0  10214  65.3% 63.7%  5.0%    2/3    0/3   0.980 | 2/0 p=0.98
    30    atr 3.0×ATR   0.5    8  0.15 | -1398214009364866816.0 -3118688002751242752.0   5149  82.2% 65.8%  4.8%    2/3    0/3   0.950 | 2/0 p=0.95
    30    atr 4.0×ATR   0.5    8  0.15 | -1561814200425447936.0 -3244710784709223936.0   3100  92.0% 67.4%  5.2%    3/3    1/3   0.940 | 3/1 p=0.94
    30    atr 5.0×ATR   0.5    8  0.15 | 1821264885661576448.0 606007793838240640.0   2045  96.4% 69.9%  4.9%    3/3    3/3   0.015 | 🟢 PASS
    30    atr 2.0×ATR   0.5    8  0.25 | -3369000625511627264.0 -8439709282171120640.0   9387  72.8% 63.2%  5.5%    2/3    0/3   0.840 | 2/0 p=0.84
    30    atr 3.0×ATR   0.5    8  0.25 | -896993521366623616.0 -2557052598750760960.0   4895  85.6% 66.2%  4.8%    2/3    1/3   0.835 | 2/1 p=0.83
    30    atr 4.0×ATR   0.5    8  0.25 | -1666233108230257408.0 -3285946428395825152.0   2939  93.3% 68.2%  5.4%    2/3    0/3   0.945 | 2/0 p=0.94
    30    atr 5.0×ATR   0.5    8  0.25 | 1320799010340207104.0 75926709246497232.0   1888  96.9% 70.0%  4.8%    3/3    2/3   0.055 | 3/2 p=0.06
    30    atr 2.0×ATR   0.5   10  0.00 | -4710558172350704640.0 -6926156957057772544.0  10899  48.9% 62.7%  5.1%    2/3    0/3   1.000 | 2/0 p=1.00
    30    atr 3.0×ATR   0.5   10  0.00 | -610260216938929152.0 -2218758021203337728.0   5281  76.1% 64.9%  4.9%    2/3    1/3   0.730 | 2/1 p=0.73
    30    atr 4.0×ATR   0.5   10  0.00 | 21667497519775328.0 -1388013442572510208.0   3045  89.9% 66.1%  5.2%    2/3    2/3   0.455 | 2/2 p=0.46
    30    atr 5.0×ATR   0.5   10  0.00 | 1351673080328793856.0 150998183102572192.0   2032  95.7% 67.3%  5.7%    3/3    2/3   0.040 | 3/2 p=0.04
    30    atr 2.0×ATR   0.5   10  0.15 | -6499513373070075904.0 -8917153956833595392.0  10019  64.9% 63.3%  5.1%    2/3    0/3   1.000 | 2/0 p=1.00
    30    atr 3.0×ATR   0.5   10  0.15 | -23308883124537368.0 -1580579354857518848.0   4834  81.7% 64.4%  5.0%    2/3    2/3   0.570 | 2/2 p=0.57
    30    atr 4.0×ATR   0.5   10  0.15 | -1417281569962124288.0 -3212097676052689408.0   2812  91.8% 65.5%  5.4%    3/3    1/3   0.930 | 3/1 p=0.93
    30    atr 5.0×ATR   0.5   10  0.15 | 2224693246225666560.0 789917849761737728.0   1885  96.3% 66.9%  5.2%    2/3    3/3   0.000 | 2/3 p=0.00
    30    atr 2.0×ATR   0.5   10  0.25 | -4769557957932203008.0 -9196015958957090816.0   9218  72.4% 62.8%  5.5%    2/3    0/3   0.935 | 2/0 p=0.94
    30    atr 3.0×ATR   0.5   10  0.25 | -635925566858251264.0 -2286841823424634624.0   4611  85.1% 64.8%  5.1%    2/3    0/3   0.725 | 2/0 p=0.72
    30    atr 4.0×ATR   0.5   10  0.25 | -1574926321675865856.0 -3018265791537793024.0   2705  93.1% 66.0%  5.7%    2/3    0/3   0.965 | 2/0 p=0.96
    30    atr 5.0×ATR   0.5   10  0.25 | 1945673732503188224.0 738721093477493248.0   1753  96.9% 67.2%  5.0%    2/3    3/3   0.005 | 2/3 p=0.01
    30    atr 2.0×ATR   0.7    6  0.00 | -1653706005648493824.0 -4730351778085662720.0   9257  44.3% 62.8%  6.1%    1/3    1/3   0.765 | 1/1 p=0.77
    30    atr 3.0×ATR   0.7    6  0.00 | -1998073145674203136.0 -4116992245927912960.0   5073  76.4% 69.7%  5.7%    2/3    2/3   0.910 | 2/2 p=0.91
    30    atr 4.0×ATR   0.7    6  0.00 | 438690936604871552.0 -976687736005856896.0   3418  90.5% 72.8%  4.8%    2/3    3/3   0.285 | 2/3 p=0.28
    30    atr 5.0×ATR   0.7    6  0.00 | -43148743692589984.0 -977010197207026816.0   2276  95.8% 74.8%  4.5%    3/3    1/3   0.550 | 3/1 p=0.55
    30    atr 2.0×ATR   0.7    6  0.15 | -3289113436908450816.0 -6321987802397709312.0   8426  64.4% 62.4%  6.3%    1/3    0/3   0.980 | 1/0 p=0.98
    30    atr 3.0×ATR   0.7    6  0.15 | -3022031470704921600.0 -5120564779246900224.0   4715  82.2% 69.2%  5.7%    2/3    0/3   0.995 | 2/0 p=0.99
    30    atr 4.0×ATR   0.7    6  0.15 | 93066348084048320.0 -1510422050939502080.0   3172  92.3% 73.0%  5.2%    3/3    2/3   0.485 | 3/2 p=0.48
    30    atr 5.0×ATR   0.7    6  0.15 | 391802281808707264.0 -431431093153417728.0   2112  96.5% 75.4%  4.5%    3/3    2/3   0.250 | 3/2 p=0.25
    30    atr 2.0×ATR   0.7    6  0.25 | -3772482510704990208.0 -6596303088470298624.0   7851  72.7% 62.0%  6.4%    1/3    0/3   0.995 | 1/0 p=0.99
    30    atr 3.0×ATR   0.7    6  0.25 | -2301261511551977728.0 -4255005035673053696.0   4457  85.8% 68.9%  5.7%    1/3    0/3   0.990 | 1/0 p=0.99
    30    atr 4.0×ATR   0.7    6  0.25 | -525353687610994944.0 -2446600383101106688.0   2925  93.7% 72.3%  5.3%    3/3    1/3   0.730 | 3/1 p=0.73
    30    atr 5.0×ATR   0.7    6  0.25 | -373535037785168192.0 -1354656202963092480.0   1946  97.0% 75.5%  4.4%    3/3    1/3   0.730 | 3/1 p=0.73
    30    atr 2.0×ATR   0.7    8  0.00 | -2400243652473747456.0 -4952764978523692032.0   8235  44.4% 59.0%  6.6%    1/3    1/3   0.910 | 1/1 p=0.91
